,Adj Close,close,high,low,open,vol,pct_change,vwap
2015-12-21,,,,,,,,25.25
2015-12-22,,,,,,,,24.86
2015-12-23,,,,,,,,25.06
2015-12-24,,,,,,,,25.01
2015-12-28,,,,,,,,24.97
2015-12-29,,,,,,,,25.23
2015-12-30,,,,,,,,25.38
2015-12-31,,,,,,,,25.19
2016-01-04,,,,,,,,24.42
2016-01-05,,,,,,,,24.93
2016-01-06,,,,,,,,24.88
2016-01-07,,,,,,,,24.26
2016-01-08,,,,,,,,24.3
2016-01-11,,,,,,,,24.1
2016-01-12,,,,,,,,24.62
2016-01-13,,,,,,,,24.26
2016-01-14,,,,,,,,24.15
2016-01-15,,,,,,,,24.09
2016-01-19,,,,,,,,24.08
2016-01-20,,,,,,,,23.41
2016-01-21,,,,,,,,23.5
2016-01-22,,,,,,,,23.45
2016-01-25,,,,,,,,23.52
2016-01-26,,,,,,,,23.46
2016-01-27,,,,,,,,23.18
2016-01-28,,,,,,,,22.54
2016-01-29,,,,,,,,23.26
2016-02-01,,,,,,,,23.17
2016-02-02,,,,,,,,22.7
2016-02-03,,,,,,,,22.54
2016-02-04,,,,,,,,22.31
2016-02-05,,,,,,,,21.83
2016-02-08,,,,,,,,21.04
2016-02-09,,,,,,,,21.06
2016-02-10,,,,,,,,21.06
2016-02-11,,,,,,,,20.88
2016-02-12,,,,,,,,21.87
2016-02-16,,,,,,,,22.91
2016-02-17,,,,,,,,23.6
2016-02-18,,,,,,,,23.95
2016-02-19,,,,,,,,23.82
2016-02-22,,,,,,,,24.17
2016-02-23,,,,,,,,24.66
2016-02-24,,,,,,,,24.62
2016-02-25,,,,,,,,24.88
2016-02-26,,,,,,,,24.71
2016-02-29,,,,,,,,24.4
2016-03-01,,,,,,,,24.9
2016-03-02,,,,,,,,25.31
2016-03-03,,,,,,,,25.24
2016-03-04,,,,,,,,25.5
2016-03-07,,,,,,,,25.82
2016-03-08,,,,,,,,25.37
2016-03-09,,,,,,,,25.16
2016-03-10,,,,,,,,25.13
2016-03-11,,,,,,,,25.77
2016-03-14,,,,,,,,26.08
2016-03-15,,,,,,,,25.91
2016-03-16,,,,,,,,25.51
2016-03-17,,,,,,,,25.27
2016-03-18,,,,,,,,25.6
2016-03-21,,,,,,,,26.11
2016-03-22,,,,,,,,26.68
2016-03-23,,,,,,,,26.22
2016-03-24,,,,,,,,26.04
2016-03-28,,,,,,,,26.15
2016-03-29,,,,,,,,26.74
2016-03-30,,,,,,,,26.84
2016-03-31,,,,,,,,26.77
2016-04-01,,,,,,,,26.5
2016-04-04,,,,,,,,27.27
2016-04-05,,,,,,,,27.5
2016-04-06,,,,,,,,27.82
2016-04-07,,,,,,,,28.06
2016-04-08,,,,,,,,28.37
2016-04-11,,,,,,,,27.57
2016-04-12,,,,,,,,28.17
2016-04-13,,,,,,,,30.26
2016-04-14,,,,,,,,30.09
2016-04-15,,,,,,,,30.07
2016-04-18,,,,,,,,29.94
2016-04-19,,,,,,,,29.79
2016-04-20,,,,,,,,29.65
2016-04-21,,,,,,,,29.37
2016-04-22,,,,,,,,29.81
2016-04-25,,,,,,,,29.48
2016-04-26,,,,,,,,29.47
2016-04-27,,,,,,,,29.91
2016-04-28,,,,,,,,29.89
2016-04-29,,,,,,,,29.54
2016-05-02,,,,,,,,29.25
2016-05-03,,,,,,,,29.26
2016-05-04,,,,,,,,29.21
2016-05-05,,,,,,,,25.87
2016-05-06,,,,,,,,24.6
2016-05-09,,,,,,,,24.59
2016-05-10,,,,,,,,24.68
2016-05-11,,,,,,,,24.7
2016-05-12,,,,,,,,23.84
2016-05-13,,,,,,,,23.94
2016-05-16,,,,,,,,24.91
2016-05-17,,,,,,,,25.58
2016-05-18,,,,,,,,26.01
2016-05-19,,,,,,,,26.73
2016-05-20,,,,,,,,28.12
2016-05-23,,,,,,,,28.34
2016-05-24,,,,,,,,28.67
2016-05-25,,,,,,,,28.98
2016-05-26,,,,,,,,29.13
2016-05-27,,,,,,,,29.05
2016-05-31,,,,,,,,28.36
2016-06-01,,,,,,,,27.88
2016-06-02,,,,,,,,25.86
2016-06-03,,,,,,,,26.09
2016-06-06,,,,,,,,26.05
2016-06-07,,,,,,,,24.19
2016-06-08,,,,,,,,23.95
2016-06-09,,,,,,,,23.69
2016-06-10,,,,,,,,22.93
2016-06-13,,,,,,,,22.83
2016-06-14,,,,,,,,22.24
2016-06-15,,,,,,,,22.86
2016-06-16,,,,,,,,22.07
2016-06-17,,,,,,,,21.56
2016-06-20,,,,,,,,22.57
2016-06-21,,,,,,,,22.79
2016-06-22,,,,,,,,23.22
2016-06-23,,,,,,,,23.56
2016-06-24,,,,,,,,22.8
2016-06-27,,,,,,,,21.39
2016-06-28,,,,,,,,21.88
2016-06-29,,,,,,,,22.61
2016-06-30,,,,,,,,22.85
2016-07-01,,,,,,,,23.16
2016-07-05,,,,,,,,22.67
2016-07-06,,,,,,,,22.8
2016-07-07,,,,,,,,22.89
2016-07-08,,,,,,,,23.44
2016-07-11,,,,,,,,23.56
2016-07-12,,,,,,,,23.83
2016-07-13,,,,,,,,23.51
2016-07-14,,,,,,,,23.61
2016-07-15,,,,,,,,23.95
2016-07-18,,,,,,,,24.15
2016-07-19,,,,,,,,24.26
2016-07-20,,,,,,,,24.63
2016-07-21,,,,,,,,24.79
2016-07-22,,,,,,,,24.25
2016-07-25,,,,,,,,24.28
2016-07-26,,,,,,,,24.5
2016-07-27,,,,,,,,24.93
2016-07-28,,,,,,,,25.56
2016-07-29,,,,,,,,25.54
2016-08-01,,,,,,,,25.76
2016-08-02,,,,,,,,25.22
2016-08-03,,,,,,,,25.19
2016-08-04,,,,,,,,25.43
2016-08-05,,,,,,,,25.43
2016-08-08,,,,,,,,25.09
2016-08-09,,,,,,,,25.13
2016-08-10,,,,,,,,24.92
2016-08-11,,,,,,,,25.25
2016-08-12,,,,,,,,24.79
2016-08-15,,,,,,,,24.98
2016-08-16,,,,,,,,24.93
2016-08-17,,,,,,,,24.95
2016-08-18,,,,,,,,24.96
2016-08-19,,,,,,,,25.12
2016-08-22,,,,,,,,24.82
2016-08-23,,,,,,,,25.39
2016-08-24,,,,,,,,25.41
2016-08-25,,,,,,,,25.02
2016-08-26,,,,,,,,25.01
2016-08-29,,,,,,,,25.13
2016-08-30,,,,,,,,24.65
2016-08-31,,,,,,,,25.25
2016-09-01,,,,,,,,25.24
2016-09-02,,,,,,,,25.23
2016-09-06,,,,,,,,25.36
2016-09-07,,,,,,,,23.57
2016-09-08,,,,,,,,23.87
2016-09-09,,,,,,,,23.71
2016-09-12,,,,,,,,23.99
2016-09-13,,,,,,,,23.78
2016-09-14,,,,,,,,23.99
2016-09-15,,,,,,,,24.85
2016-09-16,,,,,,,,25.49
2016-09-19,,,,,,,,26.03
2016-09-20,,,,,,,,26.28
2016-09-21,,,,,,,,26.42
2016-09-22,,,,,,,,26.65
2016-09-23,,,,,,,,26.7
2016-09-26,,,,,,,,26.26
2016-09-27,,,,,,,,26.27
2016-09-28,,,,,,,,26.21
2016-09-29,,,,,,,,25.83
2016-09-30,,,,,,,,25.83
2016-10-03,,,,,,,,25.68
2016-10-04,,,,,,,,26.0
2016-10-05,,,,,,,,25.96
2016-10-06,,,,,,,,25.79
2016-10-07,,,,,,,,25.63
2016-10-10,,,,,,,,26.09
2016-10-11,,,,,,,,24.99
2016-10-12,,,,,,,,24.36
2016-10-13,,,,,,,,23.75
2016-10-14,,,,,,,,23.63
2016-10-17,,,,,,,,23.37
2016-10-18,,,,,,,,23.97
2016-10-19,,,,,,,,24.05
2016-10-20,,,,,,,,24.5
2016-10-21,,,,,,,,24.29
2016-10-24,,,,,,,,24.29
2016-10-25,,,,,,,,23.89
2016-10-26,,,,,,,,23.17
2016-10-27,,,,,,,,23.43
2016-10-28,,,,,,,,23.08
2016-10-31,,,,,,,,22.9
2016-11-01,,,,,,,,22.79
2016-11-02,,,,,,,,22.65
2016-11-03,,,,,,,,22.16
2016-11-04,,,,,,,,22.4
2016-11-07,,,,,,,,22.87
2016-11-08,,,,,,,,23.64
2016-11-09,,,,,,,,24.98
2016-11-10,,,,,,,,25.44
2016-11-11,,,,,,,,25.26
2016-11-14,,,,,,,,25.3
2016-11-15,,,,,,,,25.24
2016-11-16,,,,,,,,25.56
2016-11-17,,,,,,,,25.65
2016-11-18,,,,,,,,25.62
2016-11-21,,,,,,,,25.12
2016-11-22,,,,,,,,24.88
2016-11-23,,,,,,,,25.1
2016-11-25,,,,,,,,24.71
2016-11-28,,,,,,,,24.51
2016-11-29,,,,,,,,24.11
2016-11-30,,,,,,,,24.04
2016-12-01,,,,,,,,23.2
2016-12-02,,,,,,,,23.55
2016-12-05,,,,,,,,23.66
2016-12-06,,,,,,,,23.5
2016-12-07,,,,,,,,23.48
2016-12-08,,,,,,,,24.08
2016-12-09,,,,,,,,24.59
2016-12-12,,,,,,,,24.91
2016-12-13,,,,,,,,25.53
2016-12-14,,,,,,,,25.92
2016-12-15,,,,,,,,26.61
2016-12-16,,,,,,,,26.86
2016-12-19,,,,,,,,26.89
2016-12-20,,,,,,,,26.79
2016-12-21,,,,,,,,26.48
2016-12-22,,,,,,,,26.36
2016-12-23,,,,,,,,26.84
2016-12-27,,,,,,,,26.88
2016-12-28,,,,,,,,26.67
2016-12-29,,,,,,,,26.72
2016-12-30,,,,,,,,26.94
2017-01-03,,,,,,,,26.85
2017-01-04,,,,,,,,27.22
2017-01-05,,,,,,,,26.9
2017-01-06,,,,,,,,26.96
2017-01-09,,,,,,,,26.82
2017-01-10,,,,,,,,26.87
2017-01-11,,,,,,,,26.56
2017-01-12,,,,,,,,26.02
2017-01-13,,,,,,,,26.33
2017-01-17,,,,,,,,25.95
2017-01-18,,,,,,,,26.02
2017-01-19,,,,,,,,25.95
2017-01-20,,,,,,,,26.11
2017-01-23,,,,,,,,26.37
2017-01-24,,,,,,,,26.8
2017-01-25,,,,,,,,27.43
2017-01-26,,,,,,,,27.53
2017-01-27,,,,,,,,27.04
2017-01-30,,,,,,,,26.19
2017-01-31,,,,,,,,26.52
2017-02-01,,,,,,,,27.6
2017-02-02,,,,,,,,27.82
2017-02-03,,,,,,,,28.04
2017-02-06,,,,,,,,28.07
2017-02-07,,,,,,,,28.9
2017-02-08,,,,,,,,28.35
2017-02-09,,,,,,,,28.79
2017-02-10,,,,,,,,28.99
2017-02-13,,,,,,,,28.79
2017-02-14,,,,,,,,28.99
2017-02-15,,,,,,,,29.22
2017-02-16,,,,,,,,28.88
2017-02-17,,,,,,,,29.05
2017-02-21,,,,,,,,28.87
2017-02-22,,,,,,,,28.59
2017-02-23,,,,,,,,28.26
2017-02-24,,,,,,,,28.28
2017-02-27,,,,,,,,28.93
2017-02-28,,,,,,,,28.76
2017-03-01,,,,,,,,29.43
2017-03-02,,,,,,,,29.33
2017-03-03,,,,,,,,28.93
2017-03-06,,,,,,,,28.88
2017-03-07,,,,,,,,29.01
2017-03-08,,,,,,,,28.92
2017-03-09,,,,,,,,28.62
2017-03-10,,,,,,,,28.41
2017-03-13,,,,,,,,28.73
2017-03-14,,,,,,,,28.6
2017-03-15,,,,,,,,28.91
2017-03-16,,,,,,,,28.61
2017-03-17,,,,,,,,28.72
2017-03-20,,,,,,,,28.52
2017-03-21,,,,,,,,27.97
2017-03-22,,,,,,,,28.01
2017-03-23,,,,,,,,28.2
2017-03-24,,,,,,,,28.09
2017-03-27,,,,,,,,28.13
2017-03-28,,,,,,,,28.48
2017-03-29,,,,,,,,28.62
2017-03-30,,,,,,,,28.6
2017-03-31,,,,,,,,28.35
2017-04-03,,,,,,,,28.37
2017-04-04,,,,,,,,27.88
2017-04-05,,,,,,,,27.87
2017-04-06,,,,,,,,28.03
2017-04-07,,,,,,,,28.41
2017-04-10,,,,,,,,28.4
2017-04-11,,,,,,,,28.39
2017-04-12,,,,,,,,28.0
2017-04-13,,,,,,,,27.66
2017-04-17,,,,,,,,28.05
2017-04-18,,,,,,,,27.81
2017-04-19,,,,,,,,27.95
2017-04-20,,,,,,,,28.22
2017-04-21,,,,,,,,28.1
2017-04-24,,,,,,,,28.57
2017-04-25,,,,,,,,29.01
2017-04-26,,,,,,,,29.31
2017-04-27,,,,,,,,29.5
2017-04-28,,,,,,,,29.41
2017-05-01,,,,,,,,29.47
2017-05-02,,,,,,,,29.35
2017-05-03,,,,,,,,29.05
2017-05-04,,,,,,,,28.98
2017-05-05,,,,,,,,31.52
2017-05-08,,,,,,,,31.41
2017-05-09,,,,,,,,31.63
2017-05-10,,,,,,,,31.82
2017-05-11,,,,,,,,31.99
2017-05-12,,,,,,,,32.12
2017-05-15,,,,,,,,33.46
2017-05-16,,,,,,,,34.22
2017-05-17,,,,,,,,33.68
2017-05-18,,,,,,,,33.44
2017-05-19,,,,,,,,33.88
2017-05-22,,,,,,,,34.25
2017-05-23,,,,,,,,34.64
2017-05-24,,,,,,,,35.37
2017-05-25,,,,,,,,35.55
2017-05-26,,,,,,,,35.9
2017-05-30,,,,,,,,35.53
2017-05-31,,,,,,,,35.45
2017-06-01,,,,,,,,36.11
2017-06-02,,,,,,,,37.32
2017-06-05,,,,,,,,37.21
2017-06-06,,,,,,,,37.04
2017-06-07,,,,,,,,36.99
2017-06-08,,,,,,,,37.01
2017-06-09,,,,,,,,37.09
2017-06-12,,,,,,,,37.11
2017-06-13,,,,,,,,36.78
2017-06-14,,,,,,,,36.82
2017-06-15,,,,,,,,36.91
2017-06-16,,,,,,,,36.83
2017-06-19,,,,,,,,37.45
2017-06-20,,,,,,,,37.44
2017-06-21,,,,,,,,38.03
2017-06-22,,,,,,,,37.93
2017-06-23,,,,,,,,37.31
2017-06-26,,,,,,,,36.81
2017-06-27,,,,,,,,36.11
2017-06-28,,,,,,,,35.85
2017-06-29,,,,,,,,35.23
2017-06-30,,,,,,,,35.22
2017-07-03,,,,,,,,35.54
2017-07-05,,,,,,,,35.42
2017-07-06,,,,,,,,35.25
2017-07-07,,,,,,,,35.6
2017-07-10,,,,,,,,35.82
2017-07-11,,,,,,,,35.84
2017-07-12,,,,,,,,36.32
2017-07-13,,,,,,,,35.51
2017-07-14,,,,,,,,35.76
2017-07-17,,,,,,,,35.89
2017-07-18,,,,,,,,35.81
2017-07-19,,,,,,,,35.95
2017-07-20,,,,,,,,35.91
2017-07-21,,,,,,,,35.86
2017-07-24,,,,,,,,36.04
2017-07-25,,,,,,,,35.73
2017-07-26,,,,,,,,35.47
2017-07-27,,,,,,,,35.04
2017-07-28,,,,,,,,35.09
2017-07-31,,,,,,,,34.79
2017-08-01,,,,,,,,34.84
2017-08-02,,,,,,,,34.55
2017-08-03,,,,,,,,34.29
2017-08-04,,,,,,,,34.28
2017-08-07,,,,,,,,34.48
2017-08-08,,,,,,,,34.82
2017-08-09,,,,,,,,34.49
2017-08-10,,,,,,,,33.91
2017-08-11,,,,,,,,33.98
2017-08-14,,,,,,,,34.58
2017-08-15,,,,,,,,35.22
2017-08-16,,,,,,,,35.31
2017-08-17,,,,,,,,34.59
2017-08-18,,,,,,,,34.57
2017-08-21,,,,,,,,34.79
2017-08-22,,,,,,,,35.6
2017-08-23,,,,,,,,35.09
2017-08-24,,,,,,,,35.21
