,close,high,low,open,vol,pct_change,vwap
2003-12-31,1.7445664405822754,1.746476224232302,1.7322860924186432,1.7451122268941193,2995200,,63.73
2004-01-02,1.7028141021728516,1.7191872726541355,1.6938092019318067,1.7191872726541355,9507200,-2.393278779080976,62.42
2004-01-05,1.7410187721252441,1.7456583209371275,1.6918991404793375,1.6918991404793375,6707200,2.24361954153669,63.43
2004-01-06,1.7350153923034668,1.7440210245078365,1.716459070153838,1.7341970770053134,6486400,-0.3448199363438875,63.29
2004-01-07,1.7464762926101685,1.7464762926101685,1.727374187340125,1.738289705808178,7052800,0.660564762568816,63.64
2004-01-08,1.7464762926101685,1.7573918110782216,1.7464762926101685,1.7505700544526093,5984000,0.0,64.17
2004-01-09,1.7200063467025757,1.740472340485448,1.7183689880854092,1.7328315418014868,6214400,-1.5156201100235078,63.39
2004-01-12,1.7655779123306274,1.7655779123306274,1.7254640308304083,1.7268280279273038,4985600,2.64949985303351,64.07
2004-01-13,1.7595750093460083,1.779222693344146,1.751934000451161,1.7653060262623994,5542400,-0.33999649308565916,64.53
2004-01-14,1.7601209878921509,1.762849816001573,1.7508429306808677,1.7595753055487622,5072000,0.031029000937299323,64.36
2004-01-15,1.7734923362731934,1.776493692462037,1.7541169747996685,1.7573916925781312,7145600,0.7596834804552532,64.84
2004-01-16,1.8283432722091675,1.8283432722091675,1.7942328066575683,1.7942328066575683,7632000,3.0928205785900165,66.49
2004-01-20,1.7991441488265991,1.846080739175199,1.7909574567625492,1.8392581487947781,7942400,-1.5970263257669037,66.47
2004-01-21,1.8801913261413574,1.8829201542909364,1.8228851022152297,1.850173800103504,21670400,4.504762854472633,67.69
2004-01-22,1.844170093536377,1.891106683150513,1.82452219944709,1.8829199912145684,7926400,-1.9158280385701665,67.93
2004-01-23,1.8638176918029785,1.8665465192831028,1.844169800832179,1.844169800832179,8694400,1.0653897021464687,68.21
2004-01-26,1.8829201459884644,1.8897427368229345,1.8632722502841426,1.8638181408293968,10579200,1.024910015045899,68.84
2004-01-27,1.8610886335372925,1.8938351874898873,1.8610886335372925,1.8829196695056891,9315200,-1.1594497248161861,69.0
2004-01-28,1.8152438402175903,1.8706404805267456,1.8141524756660827,1.8651826167881398,3817600,-2.4633320785247603,67.73
2004-01-29,1.7874090671539307,1.8146977552020822,1.769126112521084,1.8146977552020822,3766400,-1.533390305311444,65.46
2004-01-30,1.802964448928833,1.809240523861198,1.7805877278256437,1.7860453834327763,5593600,0.8702754204817253,65.91
2004-02-02,1.8149714469909668,1.8318903034135394,1.80105373886692,1.80105373886692,4611200,0.6659586698599229,66.74
2004-02-03,1.7740384340286255,1.8024187001706833,1.7707637158673928,1.7955961104228548,4537600,-2.255297901804676,65.32
2004-02-04,1.7554819583892822,1.7713094491363661,1.7393812101429802,1.7713094491363661,5731200,-1.0460018950775307,64.21
2004-02-05,1.7639411687850952,1.7707637586979457,1.7429292782428436,1.7527533288660577,3209600,0.4818739580539244,64.39
2004-02-06,1.8021456003189087,1.805147790079485,1.756028051507173,1.757937835603828,4499200,2.16585633409343,65.46
2004-02-09,1.809513807296753,1.8253413011692277,1.7983251336470112,1.8010539616466235,3808000,0.40885747392109817,66.54
2004-02-10,1.831072449684143,1.8444444842456778,1.812243797232852,1.812243797232852,4099200,1.191405243798438,67.06
