,close,high,low,open,vol,pct_change,vwap
2003-12-31,28.443504333496094,28.50958586806365,28.182323220122647,28.242112304114304,1000800,,90.07
2004-01-02,28.213796615600586,28.377426762031984,28.009257131974312,28.33337239950112,1099200,-0.8075928872976257,89.58
2004-01-05,28.12883758544922,28.374284046233413,27.927445494509207,28.229533630919224,1861400,-0.30112583325417885,89.33
2004-01-06,28.037565231323242,28.128821344965072,27.848760555173325,27.92742937030093,1138200,-0.32447965134965173,89.01
2004-01-07,28.635452270507812,28.839991695453556,28.125677420751312,28.257842871209522,3459000,2.1324499265600094,90.79
2004-01-08,29.120054244995117,29.160961172094535,28.383712751730506,28.786499175831146,2380600,1.6923147220077484,91.9
2004-01-09,29.013063430786133,29.227042743584743,28.81481884423916,28.95642177737526,2202600,-0.3674128259131715,92.32
2004-01-12,28.8714656829834,29.24593014783056,28.69210081509862,29.24593014783056,1925400,-0.48804824812977987,91.95
2004-01-13,28.99733543395996,29.12320606041621,28.556789441754354,28.950133648941055,1858800,0.43596591998011913,91.87
2004-01-14,29.385732650756836,29.4709924140628,29.051015203040606,29.098381470527425,1785800,1.3394238159621041,92.72
2004-01-15,29.15522003173828,29.480464702455073,29.10785376502794,29.319420359299276,1870800,-0.7844372020876511,92.65
2004-01-16,29.61309242248535,29.613092422485355,29.104699401636605,29.155224068896754,1720000,1.5704645351625857,92.98
2004-01-20,29.628873825073242,29.714131166163476,29.256262938647467,29.445725570407607,2004000,0.053291977625091747,93.34
2004-01-21,29.136268615722656,29.777287518585226,28.656296446018374,29.44572610017866,4292000,-1.6625849914475022,92.18
2004-01-22,29.041542053222656,29.07627715498414,28.73524292449778,28.95628229102686,2662600,-0.3251156273623934,91.71
2004-01-23,28.934179306030273,29.193112176401485,28.871025887558652,29.09838204869406,1730600,-0.36968679898480294,91.82
2004-01-26,29.815187454223633,29.887816063999768,28.826822100997482,28.949972970886247,1913200,3.0448700095314196,93.14
2004-01-27,29.429941177368164,29.824656066598685,29.357314986872904,29.81518329472091,1836800,-1.2921142201334557,93.47
2004-01-28,29.193117141723633,29.61941122093315,29.13627809177229,29.587832097177703,1596400,-0.8047044138390969,92.95
2004-01-29,29.575204849243164,29.726774050755726,29.17417308489527,29.36679418572712,2068400,1.3088280558208654,93.42
2004-01-30,28.87102508544922,29.559407927918205,28.760505401620158,29.556249534337823,2706800,-2.380980173707792,91.78
2004-02-02,28.79524803161621,29.177331843685483,28.621572476516974,29.051022568081407,1704200,-0.26246748637684947,91.66
2004-02-03,29.025753021240234,29.063646517253567,28.59946142997116,28.795240878984036,1499600,0.8004966283705395,91.45
2004-02-04,29.54046630859375,29.83097591871809,29.31626610842631,29.366790775829884,2843000,1.7732986530163863,93.65
2004-02-05,30.15937042236328,30.15937042236328,29.376255165138385,29.761497212127757,2405600,2.0951061073449795,94.75
2004-02-06,30.591995239257812,30.62041597642505,30.03939415351808,30.03939415351808,2046800,1.434462360572808,96.48
2004-02-09,30.43410301208496,30.629882509853978,30.317268919624418,30.42463023800968,1585800,-0.5161226848330314,96.37
