,Adj Close,close,high,low,open,vol,pct_change,vwap
2007-01-30,,,,,,,,64.93
2007-01-31,,,,,,,,65.44
2007-02-01,,,,,,,,65.9
2007-02-02,,,,,,,,66.05
2007-02-05,,,,,,,,66.14
2007-02-06,,,,,,,,65.24
2007-02-07,,,,,,,,65.44
2007-02-08,,,,,,,,65.1
2007-02-09,,,,,,,,65.15
2007-02-12,,,,,,,,65.54
2007-02-13,,,,,,,,65.88
2007-02-14,,,,,,,,66.01
2007-02-15,,,,,,,,66.16
2007-02-16,,,,,,,,66.09
2007-02-20,,,,,,,,67.65
2007-02-21,,,,,,,,67.37
2007-02-22,,,,,,,,67.34
2007-02-23,,,,,,,,66.82
2007-02-26,,,,,,,,66.98
2007-02-27,,,,,,,,65.91
2007-02-28,,,,,,,,65.29
2007-03-01,,,,,,,,64.72
2007-03-02,,,,,,,,64.33
2007-03-05,,,,,,,,64.71
2007-03-06,,,,,,,,65.99
2007-03-07,,,,,,,,64.68
2007-03-08,,,,,,,,64.6
2007-03-09,,,,,,,,64.84
2007-03-12,,,,,,,,64.68
2007-03-13,,,,,,,,64.15
2007-03-14,,,,,,,,64.58
2007-03-15,,,,,,,,64.62
2007-03-16,,,,,,,,64.79
2007-03-19,,,,,,,,64.57
2007-03-20,,,,,,,,64.19
2007-03-21,,,,,,,,64.18
2007-03-22,,,,,,,,64.57
2007-03-23,,,,,,,,65.0
2007-03-26,,,,,,,,65.01
2007-03-27,,,,,,,,64.81
2007-03-28,,,,,,,,64.83
2007-03-29,,,,,,,,65.37
2007-03-30,,,,,,,,65.47
2007-04-02,,,,,,,,65.53
2007-04-03,,,,,,,,66.03
2007-04-04,,,,,,,,65.91
2007-04-05,,,,,,,,65.86
2007-04-09,,,,,,,,63.92
2007-04-10,,,,,,,,64.93
2007-04-11,,,,,,,,64.19
2007-04-12,,,,,,,,63.48
2007-04-13,,,,,,,,63.4
2007-04-16,,,,,,,,64.23
2007-04-17,,,,,,,,64.06
2007-04-18,,,,,,,,63.99
2007-04-19,,,,,,,,63.93
2007-04-20,,,,,,,,64.31
2007-04-23,,,,,,,,64.16
2007-04-24,,,,,,,,63.97
2007-04-25,,,,,,,,64.01
2007-04-26,,,,,,,,64.1
2007-04-27,,,,,,,,64.01
2007-04-30,,,,,,,,63.94
2007-05-01,,,,,,,,64.2
2007-05-02,,,,,,,,64.4
2007-05-03,,,,,,,,64.64
2007-05-04,,,,,,,,64.29
2007-05-07,,,,,,,,64.51
2007-05-08,,,,,,,,64.18
2007-05-09,,,,,,,,65.21
2007-05-10,,,,,,,,64.49
2007-05-11,,,,,,,,64.34
2007-05-14,,,,,,,,65.31
2007-05-15,,,,,,,,65.37
2007-05-16,,,,,,,,65.86
2007-05-17,,,,,,,,66.08
2007-05-18,,,,,,,,66.27
2007-05-21,,,,,,,,66.48
2007-05-22,,,,,,,,66.86
2007-05-23,,,,,,,,67.55
2007-05-24,,,,,,,,67.15
2007-05-25,,,,,,,,67.69
2007-05-29,,,,,,,,68.09
2007-05-30,,,,,,,,67.86
2007-05-31,,,,,,,,68.51
2007-06-01,,,,,,,,67.78
2007-06-04,,,,,,,,67.61
2007-06-05,,,,,,,,70.69
2007-06-06,,,,,,,,70.2
2007-06-07,,,,,,,,69.55
2007-06-08,,,,,,,,69.42
2007-06-11,,,,,,,,71.29
2007-06-12,,,,,,,,71.49
2007-06-13,,,,,,,,71.99
2007-06-14,,,,,,,,72.48
2007-06-15,,,,,,,,72.79
2007-06-18,,,,,,,,73.25
2007-06-19,,,,,,,,72.87
2007-06-20,,,,,,,,72.63
2007-06-21,,,,,,,,72.9
2007-06-22,,,,,,,,71.4
2007-06-25,,,,,,,,71.84
2007-06-26,,,,,,,,71.59
2007-06-27,,,,,,,,72.12
2007-06-28,,,,,,,,73.11
2007-06-29,,,,,,,,73.05
2007-07-02,,,,,,,,72.54
2007-07-03,,,,,,,,71.98
2007-07-05,,,,,,,,72.03
2007-07-06,,,,,,,,71.98
2007-07-09,,,,,,,,73.01
2007-07-10,,,,,,,,71.93
2007-07-11,,,,,,,,71.66
2007-07-12,,,,,,,,71.93
2007-07-13,,,,,,,,72.4
2007-07-16,,,,,,,,72.31
2007-07-17,,,,,,,,71.87
2007-07-18,,,,,,,,71.09
2007-07-19,,,,,,,,72.03
2007-07-20,,,,,,,,71.05
2007-07-23,,,,,,,,70.73
2007-07-24,,,,,,,,70.44
2007-07-25,,,,,,,,70.12
2007-07-26,,,,,,,,68.66
2007-07-27,,,,,,,,67.25
2007-07-30,,,,,,,,67.36
2007-07-31,,,,,,,,66.89
2007-08-01,,,,,,,,66.96
2007-08-02,,,,,,,,68.47
2007-08-03,,,,,,,,70.11
2007-08-06,,,,,,,,71.64
2007-08-07,,,,,,,,73.2
2007-08-08,,,,,,,,75.21
2007-08-09,,,,,,,,77.73
2007-08-10,,,,,,,,74.53
2007-08-13,,,,,,,,72.28
2007-08-14,,,,,,,,70.86
2007-08-15,,,,,,,,70.69
2007-08-16,,,,,,,,71.11
2007-08-17,,,,,,,,73.99
2007-08-20,,,,,,,,73.98
2007-08-21,,,,,,,,73.88
2007-08-22,,,,,,,,74.63
2007-08-23,,,,,,,,73.73
2007-08-24,,,,,,,,73.48
2007-08-27,,,,,,,,73.52
2007-08-28,,,,,,,,72.77
2007-08-29,,,,,,,,73.51
2007-08-30,,,,,,,,72.49
2007-08-31,,,,,,,,71.87
2007-09-04,,,,,,,,71.53
2007-09-05,,,,,,,,70.64
2007-09-06,,,,,,,,69.93
2007-09-07,,,,,,,,69.26
2007-09-10,,,,,,,,68.58
2007-09-11,,,,,,,,69.46
2007-09-12,,,,,,,,69.11
2007-09-13,,,,,,,,68.98
2007-09-14,,,,,,,,70.69
2007-09-17,,,,,,,,72.44
2007-09-18,,,,,,,,73.47
2007-09-19,,,,,,,,74.01
2007-09-20,,,,,,,,75.35
2007-09-21,,,,,,,,74.85
2007-09-24,,,,,,,,73.89
2007-09-25,,,,,,,,74.24
2007-09-26,,,,,,,,74.73
2007-09-27,,,,,,,,74.59
2007-09-28,,,,,,,,74.74
2007-10-01,,,,,,,,74.91
2007-10-02,,,,,,,,74.76
2007-10-03,,,,,,,,74.2
2007-10-04,,,,,,,,74.95
2007-10-05,,,,,,,,74.68
2007-10-08,,,,,,,,74.79
2007-10-09,,,,,,,,74.97
2007-10-10,,,,,,,,74.58
2007-10-11,,,,,,,,75.13
2007-10-12,,,,,,,,74.13
2007-10-15,,,,,,,,73.01
2007-10-16,,,,,,,,73.73
2007-10-17,,,,,,,,72.99
2007-10-18,,,,,,,,73.0
2007-10-19,,,,,,,,72.63
2007-10-22,,,,,,,,72.06
2007-10-23,,,,,,,,72.14
2007-10-24,,,,,,,,72.64
2007-10-25,,,,,,,,73.24
2007-10-26,,,,,,,,73.22
2007-10-29,,,,,,,,73.3
2007-10-30,,,,,,,,73.39
2007-10-31,,,,,,,,73.57
2007-11-01,,,,,,,,72.52
2007-11-02,,,,,,,,72.32
2007-11-05,,,,,,,,72.05
2007-11-06,,,,,,,,71.39
2007-11-07,,,,,,,,71.78
2007-11-08,,,,,,,,68.44
2007-11-09,,,,,,,,68.35
2007-11-12,,,,,,,,69.42
2007-11-13,,,,,,,,69.37
2007-11-14,,,,,,,,69.43
2007-11-15,,,,,,,,68.56
2007-11-16,,,,,,,,69.25
2007-11-19,,,,,,,,68.87
2007-11-20,,,,,,,,70.01
2007-11-21,,,,,,,,69.91
2007-11-23,,,,,,,,69.25
2007-11-26,,,,,,,,68.2
2007-11-27,,,,,,,,70.08
2007-11-28,,,,,,,,71.24
2007-11-29,,,,,,,,70.15
2007-11-30,,,,,,,,69.86
2007-12-03,,,,,,,,72.48
2007-12-04,,,,,,,,70.61
2007-12-05,,,,,,,,72.01
2007-12-06,,,,,,,,72.28
2007-12-07,,,,,,,,71.95
2007-12-10,,,,,,,,71.22
2007-12-11,,,,,,,,71.35
2007-12-12,,,,,,,,72.21
2007-12-13,,,,,,,,71.36
2007-12-14,,,,,,,,71.8
2007-12-17,,,,,,,,71.97
2007-12-18,,,,,,,,73.24
2007-12-19,,,,,,,,72.31
2007-12-20,,,,,,,,73.91
2007-12-21,,,,,,,,75.01
2007-12-24,,,,,,,,75.09
2007-12-26,,,,,,,,74.92
2007-12-27,,,,,,,,74.94
2007-12-28,,,,,,,,74.78
2007-12-31,,,,,,,,74.11
2008-01-02,,,,,,,,72.17
2008-01-03,,,,,,,,72.96
2008-01-04,,,,,,,,73.34
2008-01-07,,,,,,,,73.99
2008-01-08,,,,,,,,74.39
2008-01-09,,,,,,,,74.04
2008-01-10,,,,,,,,73.31
2008-01-11,,,,,,,,70.61
2008-01-14,,,,,,,,70.9
2008-01-15,,,,,,,,70.47
2008-01-16,,,,,,,,70.62
2008-01-17,,,,,,,,68.59
2008-01-18,,,,,,,,66.44
2008-01-22,,,,,,,,64.45
2008-01-23,,,,,,,,64.11
2008-01-24,,,,,,,,66.15
2008-01-25,,,,,,,,64.73
2008-01-28,,,,,,,,64.17
2008-01-29,,,,,,,,65.34
2008-01-30,,,,,,,,64.89
2008-01-31,,,,,,,,63.19
2008-02-01,,,,,,,,65.49
2008-02-04,,,,,,,,65.69
2008-02-05,,,,,,,,64.09
2008-02-06,,,,,,,,64.3
2008-02-07,,,,,,,,64.43
2008-02-08,,,,,,,,64.68
2008-02-11,,,,,,,,65.43
2008-02-12,,,,,,,,66.07
2008-02-13,,,,,,,,63.49
2008-02-14,,,,,,,,63.51
2008-02-15,,,,,,,,64.16
2008-02-19,,,,,,,,64.86
2008-02-20,,,,,,,,64.5
2008-02-21,,,,,,,,65.22
2008-02-22,,,,,,,,65.63
2008-02-25,,,,,,,,67.81
2008-02-26,,,,,,,,67.45
2008-02-27,,,,,,,,67.26
2008-02-28,,,,,,,,66.24
2008-02-29,,,,,,,,63.93
2008-03-03,,,,,,,,64.59
2008-03-04,,,,,,,,64.36
2008-03-05,,,,,,,,64.7
2008-03-06,,,,,,,,63.55
2008-03-07,,,,,,,,63.14
2008-03-10,,,,,,,,63.62
2008-03-11,,,,,,,,64.84
2008-03-12,,,,,,,,65.87
2008-03-13,,,,,,,,64.71
2008-03-14,,,,,,,,64.86
2008-03-17,,,,,,,,65.56
2008-03-18,,,,,,,,67.03
2008-03-19,,,,,,,,67.59
2008-03-20,,,,,,,,66.59
2008-03-24,,,,,,,,67.79
2008-03-25,,,,,,,,67.59
2008-03-26,,,,,,,,67.25
2008-03-27,,,,,,,,66.87
2008-03-28,,,,,,,,66.93
2008-03-31,,,,,,,,66.26
2008-04-01,,,,,,,,69.04
2008-04-02,,,,,,,,70.41
2008-04-03,,,,,,,,69.49
2008-04-04,,,,,,,,70.9
2008-04-07,,,,,,,,71.23
2008-04-08,,,,,,,,70.83
2008-04-09,,,,,,,,69.74
2008-04-10,,,,,,,,71.08
2008-04-11,,,,,,,,71.78
2008-04-14,,,,,,,,70.71
2008-04-15,,,,,,,,70.22
2008-04-16,,,,,,,,70.46
2008-04-17,,,,,,,,71.18
2008-04-18,,,,,,,,72.05
2008-04-21,,,,,,,,71.11
2008-04-22,,,,,,,,70.21
2008-04-23,,,,,,,,69.17
2008-04-24,,,,,,,,67.65
2008-04-25,,,,,,,,67.32
2008-04-28,,,,,,,,68.62
2008-04-29,,,,,,,,68.72
2008-04-30,,,,,,,,68.6
2008-05-01,,,,,,,,69.29
2008-05-02,,,,,,,,70.17
2008-05-05,,,,,,,,70.29
2008-05-06,,,,,,,,70.75
2008-05-07,,,,,,,,71.0
2008-05-08,,,,,,,,70.88
2008-05-09,,,,,,,,70.4
2008-05-12,,,,,,,,71.76
2008-05-13,,,,,,,,72.3
2008-05-14,,,,,,,,73.22
2008-05-15,,,,,,,,72.79
2008-05-16,,,,,,,,72.94
2008-05-19,,,,,,,,73.12
2008-05-20,,,,,,,,73.99
2008-05-21,,,,,,,,74.29
2008-05-22,,,,,,,,74.04
2008-05-23,,,,,,,,73.74
2008-05-27,,,,,,,,74.94
2008-05-28,,,,,,,,74.44
2008-05-29,,,,,,,,75.03
2008-05-30,,,,,,,,75.23
2008-06-02,,,,,,,,73.75
2008-06-03,,,,,,,,72.12
2008-06-04,,,,,,,,72.11
2008-06-05,,,,,,,,77.34
2008-06-06,,,,,,,,77.79
2008-06-09,,,,,,,,76.57
2008-06-10,,,,,,,,76.91
2008-06-11,,,,,,,,76.3
2008-06-12,,,,,,,,76.46
2008-06-13,,,,,,,,77.4
2008-06-16,,,,,,,,76.07
2008-06-17,,,,,,,,76.71
2008-06-18,,,,,,,,76.52
2008-06-19,,,,,,,,76.31
2008-06-20,,,,,,,,76.26
2008-06-23,,,,,,,,76.79
2008-06-24,,,,,,,,76.32
2008-06-25,,,,,,,,76.69
2008-06-26,,,,,,,,75.92
2008-06-27,,,,,,,,76.36
2008-06-30,,,,,,,,75.96
2008-07-01,,,,,,,,73.06
2008-07-02,,,,,,,,68.85
2008-07-03,,,,,,,,69.55
2008-07-07,,,,,,,,68.81
2008-07-08,,,,,,,,69.17
2008-07-09,,,,,,,,69.65
2008-07-10,,,,,,,,68.8
2008-07-11,,,,,,,,68.8
2008-07-14,,,,,,,,70.39
2008-07-15,,,,,,,,70.24
2008-07-16,,,,,,,,70.35
2008-07-17,,,,,,,,70.97
2008-07-18,,,,,,,,70.88
2008-07-21,,,,,,,,70.22
2008-07-22,,,,,,,,71.56
2008-07-23,,,,,,,,71.86
2008-07-24,,,,,,,,72.14
2008-07-25,,,,,,,,71.13
2008-07-28,,,,,,,,70.48
2008-07-29,,,,,,,,70.43
2008-07-30,,,,,,,,70.49
2008-07-31,,,,,,,,71.71
2008-08-01,,,,,,,,71.56
2008-08-04,,,,,,,,71.75
2008-08-05,,,,,,,,73.18
2008-08-06,,,,,,,,73.98
2008-08-07,,,,,,,,72.93
2008-08-08,,,,,,,,74.29
2008-08-11,,,,,,,,76.28
2008-08-12,,,,,,,,76.4
2008-08-13,,,,,,,,76.03
2008-08-14,,,,,,,,76.51
2008-08-15,,,,,,,,77.63
2008-08-18,,,,,,,,77.09
2008-08-19,,,,,,,,76.66
2008-08-20,,,,,,,,76.15
2008-08-21,,,,,,,,75.79
2008-08-22,,,,,,,,76.62
2008-08-25,,,,,,,,76.12
2008-08-26,,,,,,,,75.93
2008-08-27,,,,,,,,76.59
2008-08-28,,,,,,,,73.24
2008-08-29,,,,,,,,72.47
2008-09-02,,,,,,,,72.88
2008-09-03,,,,,,,,72.05
2008-09-04,,,,,,,,70.49
2008-09-05,,,,,,,,70.46
2008-09-08,,,,,,,,72.96
2008-09-09,,,,,,,,72.78
2008-09-10,,,,,,,,72.64
2008-09-11,,,,,,,,72.6
2008-09-12,,,,,,,,73.79
2008-09-15,,,,,,,,73.02
2008-09-16,,,,,,,,71.61
2008-09-17,,,,,,,,71.27
2008-09-18,,,,,,,,72.85
2008-09-19,,,,,,,,73.26
2008-09-22,,,,,,,,72.41
2008-09-23,,,,,,,,71.52
2008-09-24,,,,,,,,71.12
2008-09-25,,,,,,,,73.05
2008-09-26,,,,,,,,72.14
2008-09-29,,,,,,,,71.43
2008-09-30,,,,,,,,71.57
2008-10-01,,,,,,,,71.58
2008-10-02,,,,,,,,71.37
2008-10-03,,,,,,,,70.93
2008-10-06,,,,,,,,68.63
2008-10-07,,,,,,,,69.12
2008-10-08,,,,,,,,68.5
2008-10-09,,,,,,,,65.81
2008-10-10,,,,,,,,60.36
2008-10-13,,,,,,,,62.64
2008-10-14,,,,,,,,64.3
2008-10-15,,,,,,,,61.63
2008-10-16,,,,,,,,59.41
2008-10-17,,,,,,,,59.58
2008-10-20,,,,,,,,60.28
2008-10-21,,,,,,,,60.14
2008-10-22,,,,,,,,57.03
2008-10-23,,,,,,,,56.21
2008-10-24,,,,,,,,54.5
2008-10-27,,,,,,,,54.33
2008-10-28,,,,,,,,43.68
2008-10-29,,,,,,,,44.75
2008-10-30,,,,,,,,45.28
2008-10-31,,,,,,,,45.59
2008-11-03,,,,,,,,45.79
2008-11-04,,,,,,,,47.06
2008-11-05,,,,,,,,47.38
2008-11-06,,,,,,,,46.2
2008-11-07,,,,,,,,46.6
2008-11-10,,,,,,,,47.28
2008-11-11,,,,,,,,45.8
2008-11-12,,,,,,,,44.63
2008-11-13,,,,,,,,46.19
2008-11-14,,,,,,,,47.45
2008-11-17,,,,,,,,47.1
2008-11-18,,,,,,,,47.31
2008-11-19,,,,,,,,47.43
2008-11-20,,,,,,,,44.55
2008-11-21,,,,,,,,42.7
2008-11-24,,,,,,,,43.24
2008-11-25,,,,,,,,41.39
2008-11-26,,,,,,,,41.96
2008-11-28,,,,,,,,43.56
2008-12-01,,,,,,,,43.17
2008-12-02,,,,,,,,43.55
2008-12-03,,,,,,,,44.11
2008-12-04,,,,,,,,43.98
2008-12-05,,,,,,,,47.31
2008-12-08,,,,,,,,50.48
2008-12-09,,,,,,,,49.94
2008-12-10,,,,,,,,50.88
2008-12-11,,,,,,,,51.08
2008-12-12,,,,,,,,49.0
2008-12-15,,,,,,,,49.42
2008-12-16,,,,,,,,50.51
2008-12-17,,,,,,,,50.94
2008-12-18,,,,,,,,50.85
2008-12-19,,,,,,,,50.34
2008-12-22,,,,,,,,49.88
2008-12-23,,,,,,,,50.13
2008-12-24,,,,,,,,49.57
2008-12-26,,,,,,,,49.76
2008-12-29,,,,,,,,49.22
2008-12-30,,,,,,,,50.41
2008-12-31,,,,,,,,51.18
2009-01-02,,,,,,,,52.15
2009-01-05,,,,,,,,52.54
2009-01-06,,,,,,,,51.43
2009-01-07,,,,,,,,49.67
2009-01-08,,,,,,,,49.18
2009-01-09,,,,,,,,49.11
2009-01-12,,,,,,,,48.82
2009-01-13,,,,,,,,48.38
2009-01-14,,,,,,,,46.86
2009-01-15,,,,,,,,47.08
2009-01-16,,,,,,,,48.53
2009-01-20,,,,,,,,48.23
2009-01-21,,,,,,,,47.6
2009-01-22,,,,,,,,47.35
2009-01-23,,,,,,,,46.02
2009-01-26,,,,,,,,46.52
2009-01-27,,,,,,,,46.98
2009-01-28,,,,,,,,47.65
2009-01-29,,,,,,,,47.2
2009-01-30,,,,,,,,45.84
2009-02-02,,,,,,,,44.83
2009-02-03,,,,,,,,46.49
2009-02-04,,,,,,,,46.8
2009-02-05,,,,,,,,46.96
2009-02-06,,,,,,,,48.06
2009-02-09,,,,,,,,46.93
2009-02-10,,,,,,,,44.89
2009-02-11,,,,,,,,44.58
2009-02-12,,,,,,,,44.09
2009-02-13,,,,,,,,44.48
2009-02-17,,,,,,,,42.9
2009-02-18,,,,,,,,42.78
2009-02-19,,,,,,,,43.04
2009-02-20,,,,,,,,42.98
2009-02-23,,,,,,,,43.1
2009-02-24,,,,,,,,43.19
2009-02-25,,,,,,,,43.68
2009-02-26,,,,,,,,43.45
2009-02-27,,,,,,,,43.0
2009-03-02,,,,,,,,42.99
2009-03-03,,,,,,,,42.81
2009-03-04,,,,,,,,42.24
2009-03-05,,,,,,,,41.0
2009-03-06,,,,,,,,40.92
2009-03-09,,,,,,,,41.08
2009-03-10,,,,,,,,37.45
2009-03-11,,,,,,,,36.79
2009-03-12,,,,,,,,38.09
2009-03-13,,,,,,,,38.55
2009-03-16,,,,,,,,38.96
2009-03-17,,,,,,,,38.86
2009-03-18,,,,,,,,39.17
2009-03-19,,,,,,,,39.04
2009-03-20,,,,,,,,39.05
2009-03-23,,,,,,,,39.53
2009-03-24,,,,,,,,39.77
2009-03-25,,,,,,,,39.53
2009-03-26,,,,,,,,40.58
2009-03-27,,,,,,,,39.15
2009-03-30,,,,,,,,38.45
2009-03-31,,,,,,,,38.94
2009-04-01,,,,,,,,39.0
2009-04-02,,,,,,,,40.16
2009-04-03,,,,,,,,41.09
2009-04-06,,,,,,,,40.47
2009-04-07,,,,,,,,40.58
2009-04-08,,,,,,,,40.36
2009-04-09,,,,,,,,41.51
2009-04-13,,,,,,,,41.09
2009-04-14,,,,,,,,40.59
2009-04-15,,,,,,,,41.18
2009-04-16,,,,,,,,41.38
2009-04-17,,,,,,,,41.49
2009-04-20,,,,,,,,42.81
2009-04-21,,,,,,,,43.43
2009-04-22,,,,,,,,44.13
2009-04-23,,,,,,,,44.57
2009-04-24,,,,,,,,45.32
2009-04-27,,,,,,,,45.86
2009-04-28,,,,,,,,43.93
2009-04-29,,,,,,,,45.59
2009-04-30,,,,,,,,46.58
2009-05-01,,,,,,,,46.39
2009-05-04,,,,,,,,46.74
2009-05-05,,,,,,,,47.4
2009-05-06,,,,,,,,47.3
2009-05-07,,,,,,,,47.36
2009-05-08,,,,,,,,47.4
2009-05-11,,,,,,,,47.09
2009-05-12,,,,,,,,47.84
2009-05-13,,,,,,,,46.65
2009-05-14,,,,,,,,46.32
2009-05-15,,,,,,,,46.14
2009-05-18,,,,,,,,46.16
2009-05-19,,,,,,,,46.5
2009-05-20,,,,,,,,46.16
2009-05-21,,,,,,,,44.61
2009-05-22,,,,,,,,45.14
2009-05-26,,,,,,,,45.83
2009-05-27,,,,,,,,45.25
2009-05-28,,,,,,,,44.53
2009-05-29,,,,,,,,44.15
2009-06-01,,,,,,,,45.48
2009-06-02,,,,,,,,47.06
2009-06-03,,,,,,,,45.98
2009-06-04,,,,,,,,45.97
2009-06-05,,,,,,,,45.89
2009-06-08,,,,,,,,45.53
2009-06-09,,,,,,,,45.41
2009-06-10,,,,,,,,46.73
2009-06-11,,,,,,,,46.94
2009-06-12,,,,,,,,46.15
2009-06-15,,,,,,,,44.6
2009-06-16,,,,,,,,43.65
2009-06-17,,,,,,,,43.28
2009-06-18,,,,,,,,43.31
2009-06-19,,,,,,,,43.81
2009-06-22,,,,,,,,43.0
2009-06-23,,,,,,,,42.51
2009-06-24,,,,,,,,42.1
2009-06-25,,,,,,,,42.44
2009-06-26,,,,,,,,43.25
2009-06-29,,,,,,,,43.81
2009-06-30,,,,,,,,43.19
2009-07-01,,,,,,,,44.04
2009-07-02,,,,,,,,43.38
2009-07-06,,,,,,,,43.55
2009-07-07,,,,,,,,42.83
2009-07-08,,,,,,,,42.15
2009-07-09,,,,,,,,42.29
2009-07-10,,,,,,,,41.78
2009-07-13,,,,,,,,42.25
2009-07-14,,,,,,,,42.77
2009-07-15,,,,,,,,43.52
2009-07-16,,,,,,,,43.44
2009-07-17,,,,,,,,43.3
2009-07-20,,,,,,,,42.29
2009-07-21,,,,,,,,42.65
2009-07-22,,,,,,,,42.39
2009-07-23,,,,,,,,43.66
2009-07-24,,,,,,,,43.85
2009-07-27,,,,,,,,43.64
2009-07-28,,,,,,,,43.85
2009-07-29,,,,,,,,43.58
2009-07-30,,,,,,,,44.03
2009-07-31,,,,,,,,44.05
2009-08-03,,,,,,,,44.45
2009-08-04,,,,,,,,44.74
2009-08-05,,,,,,,,43.09
2009-08-06,,,,,,,,42.55
2009-08-07,,,,,,,,42.89
2009-08-10,,,,,,,,42.94
2009-08-11,,,,,,,,43.04
2009-08-12,,,,,,,,42.99
2009-08-13,,,,,,,,43.27
2009-08-14,,,,,,,,44.11
2009-08-17,,,,,,,,43.54
2009-08-18,,,,,,,,43.32
2009-08-19,,,,,,,,43.19
2009-08-20,,,,,,,,43.44
2009-08-21,,,,,,,,44.4
2009-08-24,,,,,,,,45.06
2009-08-25,,,,,,,,45.28
2009-08-26,,,,,,,,44.38
2009-08-27,,,,,,,,44.03
2009-08-28,,,,,,,,44.66
2009-08-31,,,,,,,,44.7
2009-09-01,,,,,,,,43.79
2009-09-02,,,,,,,,46.43
2009-09-03,,,,,,,,45.2
2009-09-04,,,,,,,,45.5
2009-09-08,,,,,,,,46.23
2009-09-09,,,,,,,,45.95
2009-09-10,,,,,,,,46.9
2009-09-11,,,,,,,,47.4
2009-09-14,,,,,,,,48.97
2009-09-15,,,,,,,,49.16
2009-09-16,,,,,,,,49.37
2009-09-17,,,,,,,,49.31
2009-09-18,,,,,,,,48.82
2009-09-21,,,,,,,,48.61
2009-09-22,,,,,,,,48.99
2009-09-23,,,,,,,,49.1
2009-09-24,,,,,,,,48.98
2009-09-25,,,,,,,,48.84
2009-09-28,,,,,,,,48.96
2009-09-29,,,,,,,,48.75
2009-09-30,,,,,,,,48.09
2009-10-01,,,,,,,,48.32
2009-10-02,,,,,,,,48.36
2009-10-05,,,,,,,,47.97
2009-10-06,,,,,,,,48.73
2009-10-07,,,,,,,,48.39
2009-10-08,,,,,,,,48.64
2009-10-09,,,,,,,,48.72
2009-10-12,,,,,,,,49.34
2009-10-13,,,,,,,,49.56
2009-10-14,,,,,,,,49.26
2009-10-15,,,,,,,,49.86
2009-10-16,,,,,,,,49.15
2009-10-19,,,,,,,,49.61
2009-10-20,,,,,,,,49.32
2009-10-21,,,,,,,,49.76
2009-10-22,,,,,,,,49.09
2009-10-23,,,,,,,,48.51
2009-10-26,,,,,,,,48.25
2009-10-27,,,,,,,,48.38
2009-10-28,,,,,,,,48.0
2009-10-29,,,,,,,,48.38
2009-10-30,,,,,,,,49.04
2009-11-02,,,,,,,,49.04
2009-11-03,,,,,,,,48.45
2009-11-04,,,,,,,,48.6
2009-11-05,,,,,,,,49.15
2009-11-06,,,,,,,,49.38
2009-11-09,,,,,,,,50.14
2009-11-10,,,,,,,,50.6
2009-11-11,,,,,,,,50.85
2009-11-12,,,,,,,,50.78
2009-11-13,,,,,,,,50.95
2009-11-16,,,,,,,,51.2
2009-11-17,,,,,,,,51.32
2009-11-18,,,,,,,,51.02
2009-11-19,,,,,,,,50.32
2009-11-20,,,,,,,,50.69
2009-11-23,,,,,,,,51.85
2009-11-24,,,,,,,,51.39
2009-11-25,,,,,,,,50.88
2009-11-27,,,,,,,,50.32
2009-11-30,,,,,,,,50.9
2009-12-01,,,,,,,,51.31
2009-12-02,,,,,,,,50.69
2009-12-03,,,,,,,,50.65
2009-12-04,,,,,,,,51.83
2009-12-07,,,,,,,,52.2
2009-12-08,,,,,,,,53.26
2009-12-09,,,,,,,,51.67
2009-12-10,,,,,,,,52.26
2009-12-11,,,,,,,,53.01
2009-12-14,,,,,,,,53.7
2009-12-15,,,,,,,,53.66
2009-12-16,,,,,,,,53.4
2009-12-17,,,,,,,,52.73
2009-12-18,,,,,,,,52.59
2009-12-21,,,,,,,,52.45
2009-12-22,,,,,,,,52.34
2009-12-23,,,,,,,,52.82
2009-12-24,,,,,,,,53.37
2009-12-28,,,,,,,,53.6
2009-12-29,,,,,,,,54.21
2009-12-30,,,,,,,,54.14
2009-12-31,,,,,,,,53.92
2010-01-04,,,,,,,,53.79
2010-01-05,,,,,,,,53.05
2010-01-06,,,,,,,,53.66
2010-01-07,,,,,,,,53.45
2010-01-08,,,,,,,,53.24
2010-01-11,,,,,,,,53.52
2010-01-12,,,,,,,,53.8
2010-01-13,,,,,,,,54.97
2010-01-14,,,,,,,,54.66
2010-01-15,,,,,,,,54.29
2010-01-19,,,,,,,,53.65
2010-01-20,,,,,,,,53.08
2010-01-21,,,,,,,,52.88
2010-01-22,,,,,,,,51.97
2010-01-25,,,,,,,,51.71
2010-01-26,,,,,,,,51.5
2010-01-27,,,,,,,,51.18
2010-01-28,,,,,,,,51.38
2010-01-29,,,,,,,,51.34
2010-02-01,,,,,,,,51.59
2010-02-02,,,,,,,,51.66
2010-02-03,,,,,,,,51.46
2010-02-04,,,,,,,,50.01
2010-02-05,,,,,,,,49.36
2010-02-08,,,,,,,,49.79
2010-02-09,,,,,,,,50.9
2010-02-10,,,,,,,,50.87
2010-02-11,,,,,,,,50.57
2010-02-12,,,,,,,,50.57
2010-02-16,,,,,,,,50.86
2010-02-17,,,,,,,,51.88
2010-02-18,,,,,,,,52.63
2010-02-19,,,,,,,,52.78
2010-02-22,,,,,,,,52.94
2010-02-23,,,,,,,,52.37
2010-02-24,,,,,,,,53.11
2010-02-25,,,,,,,,52.6
2010-02-26,,,,,,,,52.44
