,close,high,low,open,vol,pct_change,vwap
2022-12-15,59.816558837890625,62.807386779785155,59.816558837890625,62.807386779785155,1318200,,
2022-12-16,56.566532135009766,59.81656375926101,54.83185011265592,59.81656375926101,2307500,-5.433322755474423,
2022-12-19,56.32725524902344,58.80964392359859,52.837956251296326,52.837956251296326,117200,-0.42300080446019406,
2022-12-20,57.03508758544922,57.82267318465816,56.58646263634069,57.82267318465816,22200,1.2566426915290752,
2022-12-21,56.78585433959961,66.07735984560432,55.33031893441359,58.819618326673904,290700,-0.43698231457295345,
2022-12-22,57.42389678955078,60.832446334288335,56.825732703360785,58.2513610385826,3253200,1.1235939960248853,
2022-12-23,57.32419967651367,60.46058101449845,56.82572837497877,57.912395964446226,125800,-0.1736160703312839,
2022-12-27,57.274356842041016,58.80964945825769,57.19958538158891,57.802735237309506,26500,-0.08694902807876437,
2022-12-28,57.32419967651367,57.82267097804857,56.82572837497877,57.75288530007642,514800,0.08702469520542877,
2022-12-29,57.82267761230469,58.60029171494735,57.57344193294131,58.321148971031455,374800,0.8695767906119478,
2022-12-30,58.201515197753906,58.8196185995435,57.553500929256984,58.56041517396547,351100,0.6551712945382482,
2023-01-03,55.82878875732422,60.49448069342907,55.69918514714507,60.49448069342907,1794100,-4.076743418737072,
2023-01-04,60.30506134033203,60.52438613278976,53.33643068580486,53.964505607328434,33338500,8.017857242909576,
2023-01-05,58.81961441040039,62.78744557019549,57.96224315118703,60.454599694000606,8850600,-2.46322099159888,
2023-01-06,58.769775390625,59.75674657532279,57.693075404007686,59.497543135786074,5902600,-0.08473197295658652,
2023-01-09,57.92237091064453,59.79662430203287,57.55350316654782,58.61026382613549,5288900,-1.4419052554617173,58.38
2023-01-10,59.816558837890625,59.87637676582089,57.87750569313842,58.96915910890093,6663000,3.2702182204665142,59.12
2023-01-11,64.79130554199219,66.1770553206993,59.89133494089426,60.25521690567349,9219400,8.316671504931715,64.26
2023-01-12,65.44928741455078,66.3166226643697,63.46536983980297,65.88793701459556,5819800,1.0155403831647591,65.32
2023-01-13,65.23993682861328,65.29975096043627,63.54513337132323,64.8012795790589,3772100,-0.31986686823874955,64.72
2023-01-17,63.136383056640625,65.5290470593773,63.066593568804386,63.744514909478625,3774600,-3.224334470921908,63.97
2023-01-18,61.890201568603516,63.30585830685945,61.80047657793698,63.00677627231581,2610300,-1.9737929664408238,62.6
2023-01-19,63.74451446533203,64.30280374288988,61.11258636248067,61.142497229354824,2585600,2.99613323229051,63.32
2023-01-20,66.56586456298828,67.61265750065563,63.34574371607907,63.764457848718166,4001600,4.4260280611136515,66.19
2023-01-23,69.30744934082031,69.69626396999335,66.5738358329238,67.1440856264055,3724100,4.11860462690723,69.25
2023-01-24,69.38719940185547,70.41404900314265,68.49992114796258,68.81894245715925,2591000,0.1150670841210566,69.95
2023-01-25,68.49993133544922,69.48690246911322,66.74531007088169,68.25069566288272,2802100,-1.2787201011927873,68.68
2023-01-26,69.00838470458984,69.23767729873214,67.59272769513746,68.30055619986365,2075900,0.7422684362276,68.92
2023-01-27,69.8657455444336,70.29443120539953,68.15100290056984,68.64947424559679,2810600,1.242400968395252,69.74
2023-01-30,71.2813949584961,73.72390125380744,67.71233867218073,68.20084601609766,4259900,2.0262424783861643,72.25
2023-01-31,69.30744934082031,70.897574076729,68.29057118948654,70.7928993583918,3084300,-2.7692297812425215,69.62
2023-02-01,69.79595947265625,70.52372337295417,67.32353826838647,68.78904523159588,2698700,0.7048450584780319,69.01
2023-02-02,70.43399810791016,71.67020483550046,68.78904125239991,69.37723375132633,2776000,0.9141483834803843,70.6
2023-02-03,70.33428955078125,70.41403916238399,68.8887185032699,69.41709675971418,3074900,-0.14156310845245823,70.04
2023-02-06,71.64030456542969,72.12880436919677,69.3273977561168,69.69626930120504,2227400,1.8568681406890386,71.7
2023-02-07,71.4109878540039,71.97924476932769,70.88260955102693,71.36114529312108,1932300,-0.3200945512680575,71.68
